,POOL_NAME,POOL_ADDRESS
135,Cake/USDC,0x988a851e51a36f876e440395eb465218deb4f805
136,CR-MCV003/WBNB,0xa8f16f1775d592660d183717015f6850fd122a7d
137,BUSD/METH,0x640dfbb63c0bb888bd50a9d073716caab65193e4
138,XRP/USDT,0x36969bd9a457fb19affdfa508ce6587adb25166a
139,ALPHA/WBNB,0xffcc1111454d4a9bf9320956752e6afe40c79e23
140,AltCoin/WBNB,0x4fa58c3c4939e4a89289b537af2cf8f445acd84c
141,MOCCHI/WBNB,0xf5ff56d3b7e056a9700732e7aa4f4f0efb2802ed
142,Msys/WBNB,0xa3749b9563edf726b1002aea618881c3b654d5fb
143,BUSD/sam,0xf43dca9e38aeaea0fa1ff190f6084d89e57411d4
144,iBX2/BUSD,0x3c809c5b5abafcffacc37b80da251131f0f54731
145,WBNB/METH,0xf56fbff8b5ae516ea621b072ae497cc2f784cd9f
146,USSR/WBNB,0x142063042623c3e5ea784ac4a7f67d48353cd300
147,WBNB/LFE,0xccf97fe042412ff2cc59c96babf74a7d3707010f
148,WBNB/SHRMP,0x8f34858f6288739495490114a3b18f1b69410634
149,WBNB/7RL,0xa128d32f43ac413586e0374e521aeb8ca5df65ea
150,USDT/SUSHI,0x9d8cf1709caab62b5b6e6ce6d560c7a56e6c6bd9
151,ELIA/WBNB,0x878e1ee64ff5bea1f3277661bcdde2dd63877a64
152,USDT/GODC,0x66c5998a73abdbec0f85139385056e562b2949c8
153,DUSK/WBNB,0xe74be1f4ce32672b0b891bf3b32dc5f7f764e349
154,bTOKEN/SUSHI,0x58c83a0da07c79ad58de6414d6df77f2ffec1d78
155,WBNB/ZAAV,0x48e34cfcf1183439b0c1c5c06800ce5d14fe28ff
156,WBNB/SHIB2,0xabbaf1213ceadd9f4c55c79013f5cfcb9f192103
157,USDC/TGR,0xce4aa3d46b79e3e863c98236d495507de11468dc
158,BLM/WBNB,0xc912805a6fd6e96c06279f1a5d1d36fa2dcdebde
159,WBNB/xVON,0xf852b78abfae52594141e39d50c4c702bef6a661
160,WBNB/Excel,0xe1233d0609bd1b004d63a66a77749fca43d00bc9
161,NXETH/WBNB,0x70d1b4677d02f05f8c8f8548a6ed3ba2737c3710
162,SUSHI/SLP,0xb12f041488ab44a175607e04578cd789356f287b
163,HIGH/WBNB,0x9b54d521148dae312dbe26b04d8e9b6affdadf69
164,WBNB/STAND,0x176469e148b4d79ff8ea71e0052facccc2bbb96a
165,UNIC/WBNB,0x6add480a6a9556f9f8d903ff4a45c531170c089a
166,AMLO/SUSHI,0xd6d400583fdd12e76882da124cf9cedba7c394bf
167,ETH/ONT,0x62bafe6fd2becd6a021f3b92c66ebd844b577b69
168,GM/WBNB,0x0d160165e8c933be004a5ff9c63f2dce91dd291d
169,WBNB/ccCLO,0x623017c1f9d57d51d31150db2c572de34c058307
170,KKI/WBNB,0x354e178f1ad12d7900e2c5360e068ce1ddb41017
171,GGR/WBNB,0x24af04e5cfb4eb17fd4349aae6493045cfe5fc06
172,EOS/WBNB,0xc65eda012a83756798fb920c9e0c17d8dec73e59
173,WBNB/GDCN,0x03dd57b107e00ed9eee53b1d1fdd97117ba0b0fa
174,UNIP/WBNB,0x4eb87c8a69e9415e176deac09f39d58e716721a0
175,Msys/BUSD,0x2c35e3535e4b1a900496e833ec239ebe10faf654
176,ella/USDT,0xcf4c69d686ad94741ac5746a85f506a123c9b66f
177,TAG/WBNB,0x257f7b51515ca52fe91d814ee3da3d41cf088784
178,WDFTZ/WBNB,0x12c54d328c504e9a6b65d26ce624ffbf3bbe675d
179,GRX/WBNB,0xbff5a4f551f00f15e8575dc598d6c680540c440c
180,COVT/WBNB,0xfa02f441e0acdd51cc9119c0ef747dcf34f24643
181,SHIVA/WBNB,0xe23b403ad0aa642f3bf10336c4514991a2698f5d
182,WBNB/GGX,0x6a164ae015639e8fba1ab42cb4b4a1d5565538dd
183,GIRL/WBNB,0x6b68170dc1c6d460221290d08533c76a5883b0a7
184,GREE/WBNB,0x4585371ab37dd37ee2918b9753f9b89d6d90f42a
185,BLKC/WBNB,0xbc6680d11fa6949e81f3017e76ee43c7d26f5de4
186,xVON/BUSD,0x1849029bcbbf0a703baa0179fc6fe7d00467eac1
187,ChainCade/WBNB,0x782d2e31e264a20730f235ff86c43821c92f48a3
188,ETH/RTEN,0x96b83266715c54900a673641c45ee846ba700fd7
189,PMON/WBNB,0xc437a0d696b230d24af463f1237173f728378634
190,WBNB/MM,0x05dd37d329835325b3e9ab423d26420ff605f0f1
191,WBNB/TEX,0xdde6a02fd53e9b3cb5985e4dc2f886e7476900a7
192,SAFEMOON/WBNB,0xf1115180ca65792103f960959cbb84509d1c91e3
193,XRP/WBNB,0x3140728926fe90a140b0e9778cef0a351bbd2e31
194,WBNB/wEGG,0xdf3e446eb16a8a8e277bb2f31dc18c3f13093c0a
195,RTEN/WBNB,0xf489c1285ef6c2834b8c201cdcef01b093b40a5c
196,OXTAIL/WBNB,0x37c235c3d6a918cc7d1729eed89f7e3b734f3143
197,WBNB/META,0xab1eb594c416c32c8efd437f0697d8ba28db7126
198,SEAS/WBNB,0x9ca6757e9d44044744a446bda9cf1ef222256f49
199,DAI/USDT,0x6dd0ce12df067241e8af32ea95b70516877d745d
200,PBT/WBNB,0x1cf1b5c792dbeaee8e76a1b8700ef74697ca2557
201,BIT/WBNB,0xac53181ab20b954a94b01b61b13d30bf8c540b37
202,APPL/WBNB,0x6343ebbf0430877e4f1b51dd9759c46ee25db3ad
203,DAI/USDC,0xe6f286f4badfb2e48d6e622f75f411c1db6fa873
204,WBNB/FCBT,0x6579f78e8cfffcb2249191695ec918581ced5b3f
205,HHG/WBNB,0x2d9a002a149a67b4e94b0333a022b1139242333b
206,Cake/BUSD,0x80843d62e4b6952d52405643730e95b69bc4913e
207,ANB/WBNB,0xdee0469f0debe514106cfa940f2638657a2d83c8
208,USDC/DAPF,0x5f1eb81c0e51e4148523cde36658e2f08c51ba25
209,PERAK/WBNB,0x7f44924e80456b49a5d45770555e00cd3afc1547
210,MRR/WBNB,0xa501f4b15aa03ffd99a7a80691deb48b820f6823
211,ZBIT/WBNB,0xac25e36bf22a785480b8cb584c1d9b29a178bfc1
212,WBNB/GS50,0x6695dc1cbca7934ec15712003ebe84332fd75010
213,WBNB/TRLZ,0xbfa30ebe29d9f3f7f5e683ca95bf0962e66b6f8b
214,OAK/WBNB,0x86ae810fc4e84b62ecf41a7d3c1db53b5cf855eb
215,WBNB/STORM,0xb2e62ac5e1857ca793fe07aeaa2bdc0a2e873fe9
216,LXR/WBNB,0xe94d63d9e8a6f016f5a71b6d5c87249b2bd08736
217,RTEN/SUSHI,0x2efe7c1b0b7d709ab74cc7f013d05889742e2e3c
218,INP/BUSD,0x8b7b0da749e469e1324bba524584ff1870238e09
219,MSTF/BUSD,0x46634eb1b979007dd318dd03d4b4ba445836d46c
220,BEYONDSY/WBNB,0xc65a7c39b6899f9d658823492db6e4713fee2e4d
221,WBNB/BUNNY,0x24f45f6cd1744dbba148c383d2242a2fb1474fe9
222,USDT/DAPF,0xcbebd87ae353f41b24069c3df631df76cd866a8d
223,WBNB/TKN,0x5c1334291fbb3116f6ce6e9e4d1235e17a695766
224,XENI/WBNB,0xd4d8d9dac9fed70c52cc8f419a0824a805691087
225,WBNB/LLG,0x17b73c02466af1682ccdbe86df56964234a91dfa
226,ESHARE/WBNB,0x0d07551c42b02a67395b65a1517a386977e498ee
227,ALM/WBNB,0x24f8a2d16843134705d5b18d1c964dad9e67ec7f
228,BUSD/rkl,0xbe89834476127a1d2461b58d9ff4e5a64f9ae37b
229,uniV/WBNB,0xf5946ba67eb07c8f70e1da132c6aff469b779023
230,FBT/WBNB,0x9844f2a60b271696b79749e9fdd04f755c1d9bf1
231,HODL/WBNB,0x6cf7fb31f111dafbe61bfb3a712e549efd448172
232,PKGB/WBNB,0xeec1f0e57b8849f7b0ea67acc91f8b7a38c6f9a6
233,VAI/WBNB,0xbb43b571c71b03a6f5d497c3a2b6f2088c8f9a33
234,WIRE/WBNB,0x82babea9adb701cf47d556ffcaaa16e50ce517c2
235,SIMO/WBNB,0x351e9c5b540e22807089f19a0cae33128bc558a1
236,TRT/WBNB,0x6cc7d01c7eb2411f1af3c248bc2056eef2b619db
237,USDT/GOLD,0x164ae146a55253c98ea5306580791402597f1d81
238,PRC/WBNB,0x86a0555a4187c3f00d894572699aff2262c436b8
239,FNX/BUSD,0x315ad015b59470588102ec9080f022922766b9d5
240,BAT/USDT,0x29e40ba34d385757907fe559949126955ffb8326
241,ATHX/WBNB,0x0a0dfbc452ced24b84f74c0951a2c564c688bf77
242,fUSDT/ICE,0x93698ad941359a3c771e15cfce345abe0191e035
243,MERO/WBNB,0x5118ead7a32e4753ab3fef98e4b2c50f3fd3d8fe
244,HUSK/WBNB,0x8e2e68d495397c26c13401033a0bf3331c4df033
245,HAVJ/WBNB,0x37d5c977275ce84375945db39d09c45b2ea2398d
246,WBNB/HYPR,0x6ccbca1493d543b14c463178dab28fe5bade2e92
247,WBNB/SGR,0x07510e9cb869c68a64ac5c3951da11c1499ca79a
248,WBNB/MIM,0x8add9d2ec49014a7e2f887edabacfc4f90c76e93
249,USDT/rkl,0x71ffbe76c7e799a9e7bf8ffcd68e15ea4e175467
250,WBNB/pCWS,0x777b0c17d6f2a3aa21f791d73c5a26eb56dd5292
251,$Lordz/WBNB,0xb7a8d565d9fecf6f618604f4d9b8d8567c276d9b
252,SLP/WBNB,0x3a4517f6e646ec1b2d51713aaf85e3ee6bb9917e
253,TURD/WBNB,0xf7361585694e113a560f6af67eafcd4b9c32581f
254,LAND/WBNB,0x3c51fa6c84e835bb3787e895438ba2eee998f29f
255,ETH/USDC,0xa1edf26ede1c56ecded374bdbeb8f3f9156ae79a
256,ASEC/WBNB,0x45b9b66d9c995b7d53e79dade133d79ad182bf7d
257,NTX/WBNB,0x1fca5374852f2508bee171d0f738bedab4d041a4
258,DAI/ETH,0xa6860f4eafcad86d4235d319bf7b02b279d8ab1e
259,Cake/ETH,0xcc9dcd37f79d4a5a4d1bc2975d1106fc1d115df2
260,PFTR/WBNB,0x4627e823a80467934bc0338b74c4d470792117ef
261,BTCB/BUSD,0xcae5460465dd787c825f0b2ad9194d48a6b42032
262,WBNB/SPORE-II,0x4b36fad3d3b81a59b7f7eb1c75b76248cdbe22e8
263,FANS/WBNB,0x755ddea9f9c80467960e9830b69241bf75dd596d
264,VBR/WBNB,0x72004e3bd5dffa605ad5c3caea877b331db4076e
265,ADA/USDT,0x4f8104f539fd942eaa0bffb0d775e46531848ffb
266,WBNB/ETHERIA,0x651d737e728068a741488510786550096ba1d8e4
267,BTCNET/WBNB,0x95c3d8e0639e40709a5dfbdda54082d13cc6d5dc
268,MTW/WBNB,0x7556223058a2d0599d8761cd6cb5acd084c399b4
269,L-HUS/WBNB,0xf4d2af92aacff5ce1b54c504edc89cd147f38400
270,PNGN/WBNB,0x81bfdf94e7fcfb44f29943d733de51818622f878
271,SteamX/BUSD,0x30773607adea7807f9b18765509a6e569dcbddb4
272,vsga.cc/WBNB,0x33cdbef4df77391d36fd94089bf8c53e197ac564
273,WBNB/XVS,0xd1b4efa996a8899331850c92202e47bea6d62623
274,AKA/WBNB,0xb34a95353f6dbd354578b2454bc2f0e19b6b986b
275,BabyFB/WBNB,0x1251d648a4903d2ae79c4d2982482a37671feb31
276,TWT/WBNB,0xca1be8a06dda4d5d655aaa93b3cfeced29adf3db
277,USDC/MCL,0xacdd7eff00c23a65e1bad150c4b4c8c2991b3218
278,TFIN/WBNB,0x7e0051bfc925d05a2235d8be508f7cd99ab945ef
279,USDT/BITCH,0x6c0abcca11fc3362f779c9d531f3226de8b3b4cd
280,BUSD/CTS,0xa8663903dc391fa045d09c4e24d4d64de7908b6e
281,IFN/WBNB,0xe41394f8560ea08e677ac3d62830dae95bdb30ae
282,CE/WBNB,0xe992f7f57b01557a78d05b6922593bef06296318
283,$PROX/WBNB,0xaaf18ec9d3d68aadbd0c55edc750d4584d383f0f
284,FEI/WBNB,0xc2fad801e319dfc5d931e785a630354ba3b7d687
285,FUZ/WBNB,0xbd628e2e51dfba37ca3fc8f9076b389f3c20bd55
286,DEVI/WBNB,0xfca5f9217b3d33afcc13b9919a98169fdff89d75
287,WHT/WBNB,0xd8334103187c6b334deaf9e453ad7fc0e8672e96
288,WBNB/MAHA,0xf749d107bc1bdf5eb7519fed4438f530af333c95
289,USDT/FM,0xf4edc0eeea1a45b60200081cc385aaa9d0454dd3
290,DOGECO/WBNB,0x24b338ca79cca6d645b356a79e5cd7ef141ed7cc
291,WBNB/DAT,0x33732413d6deca749840733d87ee3a30d0b1d42b
292,SUSHI/BSL,0x711ddc8ea035c8851e02859fb1f6b572f7abb38d
293,MXL/WBNB,0x2f808de18ade34fd7d2acbee80a2db7cd6ab35f6
294,ESCTO/WBNB,0xd0157242dd12bc12f53c7a63740c27991ba1919b
295,WBNB/HLDY,0xe10def910aaddd894403b89f4fa2457169e460be
296,qwe/WBNB,0x641c767dbb6785a83eb956e7a6370e2baf58477e
297,JMP/WBNB,0x1e8fdf5a793da873462170f797c760d764c4004e
298,WBNB/SNC,0x1cabbe3ab8a9f76f2fbf4e79c9255fb7696b5f59
299,ETH/ETHERIA,0x8890515d53459cff6f1b050d95cef1ede2bdb10b
300,ENT/WBNB,0x7254c58053e3912649af94abc9c996e8b6def158
301,BETA_SIM/WBNB,0x6a73ebfa717eb40cdad737255c109aed9d21fd92
302,PLRC/WBNB,0xff7bfc60c7404c8e5c5b9ca035cdb1b50c6d70f6
303,USDC/ARB,0x67444d5a14551b91d3a8565d556a63634064697e
304,RCOIN/WBNB,0xa82a96b69b0e01b86a83da40f43c381b042a1ca9
305,SHAK/WBNB,0xf4a5e7f281186c9cd63df1b9362a0a230cecf199
306,DERC/USDT,0x9792e75c0841b00b39121190eab2648bd2cde505
307,BTC/WBNB,0xc9424556a17e70a2f6f54ca8deee02000245d2c0
308,AE/WBNB,0x3b1865697fcdefd9f9d02f96f8dbaf71a41f995a
309,BLGA/WBNB,0x972a3c4999e6f6bf1dd62c24f088d17ced09a2b3
310,OWL/WBNB,0xd69a9e94b179c2cad51cb4b404c6210ceedbd0a7
311,WIN/WBNB,0xef15f3f89a69a53857c07893a4628cfbef688f6d
312,BROWN/WBNB,0x345685473ec399b43a74037c543d7daeea661373
313,Vibra/WBNB,0x40cab95b414cc9cb2f6715d43de870a93fd96a77
314,ENGG/WBNB,0x452e77766ec761a118e190db28ea9c26338b4015
315,TRM/WBNB,0x4e56f53f5146c471ae34ca8ac0c467e1a6237785
316,USDT/TIKI,0x14ad1c817152512327bcd6b7498eb026935b9e3d
317,XRP/BUSD,0xdb57ed8e5fa210adb937770cbf5238ea3cff47ca
318,USDT/ARV,0xcecccd6ca3851e30a9955ae40e4e95de3e25870a
319,WBNB/SIG,0x0c190c0debdfb40fa65e7353656dd9a2310e7c91
320,VUSD/BUSD,0xbc28cd859fa9bf83d53604408b50907989d19152
321,WBNB/OD,0xef61bec7baec11e5610667030f1421e5615117a4
322,FSTE/WBNB,0x0a4017bb2874d1ad419eba6d84bb541dbe2c197f
323,WBNB/SHIBYIELD,0x17a8490558e9d2dbc478c540f5b94c6d95e328fa
324,CAKF/WBNB,0x335bd126ed44f401cf34e604ac4d46dbc7557adb
325,BRO/WBNB,0x5cde6a9b73529c56141e3f4cccabe6cd97c238b0
326,IND/WBNB,0x6a241a40f07480fb373beeb79f035205b0278895
327,USDC/BUSD,0x6ef7d3e45c92b6cb0a1840ecc82377ebd045faef
328,DMC2/WBNB,0xea94922c0cb7f24c71ce148582b5460ee41af779
329,WBNB/LINK,0x4c0b596519964393c5c35abd552dd847f8f9564b
330,Elvira/SUSHI,0x954a30272ed3084779dfc3fdc16c09441183595f
331,WBNB/ACTN,0x6325c20e306bc27b9faf10ccdc01393c4a5ec9d4
332,GLAND/WBNB,0xec5d522436020c0ff2a9e54f77afb50d4df36ba6
333,INVC/WBNB,0xac1c63b5c45870a362bbd8a076ed9d4aef00f408
334,MEME/WBNB,0x09cfa400a92376d19a309d469f9e4e8bcb38f7ef
335,COR/WBNB,0x4b67ddb10f93bf405ccc8ee91de0c3841fcbcfd9
336,WBNB/CRH,0xdf38695cf1234c6acc09874176a8f3414a328e31
337,O2/WBNB,0xef3940ddff6dae267c1ad1e3ef8d1ff3337213f0
338,PCST/BUSD,0xa2c289a04b395bb5728141d89b920bb9a0a5ed35
339,KOMI/ETH,0x21ea17c287d204ebc232b75af1ab159ed3116c64
340,ZEMA/WBNB,0xd97006fe09d36bc72b29239fdb37ed3592781a59
341,APC/WBNB,0x77cbe6d9bd7ec40dd7475b871bc8643d55e23ec0
342,SHIB/WBNB,0x9084e4850cdf7b2c06b3fb3eea173228d5cf2a4a
